"","NumOfC","NumOfN","NumHBondDonors","NumOfConf","parentspecies","C.C..non.aromatic.","hydroxyl..alkyl.","aldehyde","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","hydroperoxide","log_pSat_Pa"
"4603",5,1,3,5.74300318780948,"toluene",0,1,0,0,0,1,1,0,2,-5.11690091216052
"4604",6,2,4,5.7268477475872,"toluene",0,2,0,2,0,1,1,1,0,-11.8277738780959
"4605",7,2,0,1.94591014905531,"toluene",0,0,0,0,0,0,1,0,0,0.157254048588547
"4606",10,0,1,4.45434729625351,"decane",0,0,0,0,0,0,0,0,1,-2.00544922288116
"4607",7,1,3,5.91079664404053,"toluene",0,1,0,1,1,0,0,1,1,-5.41385861399856
"4608",7,0,4,5.4971682252932,"toluene",0,3,0,1,2,0,0,0,0,-7.72451177916398
"4609",10,2,1,5.82008293035236,"apin",0,0,2,0,0,0,2,0,1,-7.68138568691546
"4610",6,1,0,2.484906649788,"toluene",0,0,1,0,0,0,1,0,0,0.881074837338291
"4611",10,1,3,5.16478597392351,"apin",0,1,0,1,0,0,0,0,1,-7.62109828024457
"4612",7,2,1,5.4380793089232,"apin",0,0,1,0,0,0,2,0,1,-3.12293574968265
"4613",5,1,1,4.55387689160054,"toluene",0,1,1,0,1,0,1,0,0,0.279477026391121
"4614",5,1,2,5.76832099579377,"toluene",0,1,1,1,0,0,0,0,0,-4.08194032623124
"4615",7,1,1,5.32300997913841,"toluene",0,0,2,0,0,0,1,0,1,-2.02575312294595
"4616",7,0,3,5.95842469302978,"toluene",0,1,1,1,0,0,0,0,1,-7.17593448494967
"4617",7,1,3,6.45204895443723,"apin",0,1,1,0,0,0,1,0,1,-6.04010726293933
"4618",6,0,3,4.20469261939097,"toluene",0,0,0,1,0,1,0,0,1,-7.22590353122693
"4619",9,2,2,5.91889385427315,"apin",0,0,0,0,0,0,2,0,1,-5.35228142186176
"4620",6,1,1,3.17805383034795,"toluene",0,0,0,0,0,1,1,0,0,-3.50823569126935
"4621",7,1,2,6.0591231955818,"toluene",0,1,2,1,0,0,0,0,0,-5.99501940907208
"4622",8,0,2,5.3890717298165,"apin",0,0,0,1,0,0,0,0,1,-5.98437405385612
"4623",9,1,3,6.89365635460264,"apin",0,0,0,1,0,0,1,0,1,-6.70464918700967
"4624",7,2,2,5.08140436498446,"toluene",1,0,0,0,0,1,1,0,1,-4.47674154731857
"4625",7,1,4,3.43398720448515,"toluene",0,3,0,0,0,0,1,0,1,-7.09307397323771
"4626",8,1,2,5.9427993751267,"decane",0,1,0,0,0,0,0,0,1,-7.16697010352248
"4627",7,0,3,5.09375020080676,"",0,2,0,0,1,0,0,0,1,-10.8959797765892
"4628",6,2,2,4.92725368515721,"toluene",0,1,1,0,1,0,1,1,1,-3.81854024274283
"4629",6,0,3,5.75257263882563,"toluene",0,1,2,0,0,1,0,0,2,-6.64379826768042
"4630",7,1,3,6.11146733950268,"",0,1,0,1,0,0,0,0,0,-6.2614387582953
"4631",5,1,2,3.76120011569356,"toluene",0,2,1,0,0,0,0,1,0,-3.07159215110432
"4632",8,2,2,6.26149168432104,"apin",0,0,0,0,0,0,2,0,2,-5.02382028809794
"4633",7,2,2,6.44888939414686,"apin",0,1,0,0,0,0,2,0,1,-6.63738364288827
"4634",6,2,1,4.51085950651685,"apin",0,1,0,0,0,0,2,0,0,-1.06589075147769
"4635",7,2,1,3.91202300542815,"toluene",0,0,0,0,0,1,0,1,0,-1.66258870159744
"4636",6,1,2,4.85981240436167,"toluene",0,1,1,0,2,0,1,0,0,-2.06086575633727
"4637",7,2,2,5.79605775076537,"apin",0,0,0,0,0,0,2,0,1,-2.4783249255388
"4638",6,1,2,5.2257466737132,"toluene",0,1,1,0,0,1,1,0,1,-2.80061308971576
"4639",7,1,2,4.0943445622221,"toluene",0,1,1,0,0,0,1,0,0,-7.35907997593734
"4640",6,2,3,5.80814248998044,"toluene",0,1,0,0,0,1,1,0,2,-4.2904949663723
"4641",5,0,3,5.48063892334199,"toluene",0,1,1,1,0,0,0,0,1,-4.7580846282434
"4642",6,0,3,3.78418963391826,"toluene",0,3,0,0,0,1,0,0,0,-4.03762763474637
"4643",6,1,4,5.36129216570943,"toluene",0,2,0,0,0,1,0,1,1,-9.98327539502826
"4644",6,1,2,5.80814248998044,"toluene",0,0,1,0,1,0,0,0,2,-2.71772129078027
"4645",7,1,1,5.31811999384422,"apin",0,0,2,0,0,0,1,0,1,-3.28527445010281
"4646",10,0,1,4.44265125649032,"decane",0,1,1,0,0,0,0,0,0,-3.01333011020239
"4647",7,1,4,5.68357976733868,"toluene",0,2,0,1,0,0,1,0,0,-13.0459796987377
"4648",6,0,4,4.38202663467388,"toluene",0,3,0,0,0,1,0,0,0,-9.81098639472433
"4649",6,0,2,4.45434729625351,"toluene",0,1,2,0,0,1,0,0,1,-4.09131605813531
"4650",7,1,3,4.54329478227,"toluene",0,2,1,0,0,0,1,0,1,-5.6818552254412
"4651",5,1,1,3.76120011569356,"toluene",0,1,1,0,0,0,1,0,0,-1.46255681849375
"4652",6,1,2,4.56434819146784,"toluene",0,0,1,2,0,1,1,0,0,-6.88389487423956
"4653",5,1,2,5.26785815906333,"apin",0,1,0,0,0,0,1,0,1,-3.26006184851226
"4654",9,1,3,5.21493575760899,"apin",0,0,0,1,0,0,1,0,2,-10.1325134921187
"4655",9,2,1,5.80211837537706,"decane",0,1,0,0,0,0,2,0,0,-5.59631265595878
"4656",7,2,1,5.14749447681345,"toluene",0,1,2,0,0,0,2,0,0,-3.46578936969398
"4657",6,1,2,5.48479693349065,"toluene",0,0,0,1,1,0,0,1,1,-4.73730045512697
"4658",9,1,3,6.67834211465433,"apin",0,2,0,0,0,0,1,0,0,-6.68309589643317
"4659",6,1,1,4.60517018598809,"toluene",0,0,1,0,0,0,0,1,1,-0.270889490827385
"4660",9,1,2,3.85014760171006,"apin",0,0,0,0,0,0,1,0,2,-4.36600735402364
"4661",7,2,1,4.04305126783455,"toluene",0,0,0,1,0,1,1,0,0,-3.42980757981775
"4662",5,1,3,5.5834963087817,"toluene",0,2,1,0,0,0,1,0,0,-4.65904828573699
"4663",6,2,1,4.36944785246702,"toluene",0,0,0,0,0,1,0,1,1,-1.95696598082626
"4664",7,2,4,6.17586727010576,"toluene",0,2,0,0,1,0,2,0,2,-7.6179294294106
"4665",6,1,3,5.68357976733868,"toluene",0,1,0,0,0,1,0,0,2,-3.94033467012656
"4666",9,2,1,4.80402104473326,"apin",0,1,1,0,0,0,1,0,0,-2.98379077113072
"4667",10,1,2,6.02344759296103,"apin",0,1,0,0,0,0,0,0,1,-6.0839213886646
"4668",8,1,3,6.18001665365257,"decane",0,1,0,0,0,0,1,0,2,-7.79409808149992
"4669",7,1,3,5.5834963087817,"toluene",0,1,1,1,0,0,1,0,1,-9.26619209153967
"4670",6,0,4,6.71780469502369,"toluene",0,1,1,1,0,0,0,0,2,-9.32086781175745
"4671",6,1,4,4.94875989037817,"toluene",0,2,0,0,0,0,1,0,2,-6.21760102047532
"4672",5,1,1,4.02535169073515,"toluene",0,0,2,0,1,0,0,1,1,0.0397115820684196
"4673",8,1,3,6.06610809010375,"apin",0,0,0,0,0,0,1,0,2,-6.65347954578348
"4674",7,0,2,4.97673374242057,"decane",0,1,0,1,0,0,0,0,0,-5.97372258854567
"4675",9,0,3,6.0330862217988,"apin",0,1,0,1,0,0,0,0,1,-7.2986828723635
"4676",7,0,2,4.00733318523247,"toluene",0,2,1,0,0,1,0,0,0,0.510724922069071
"4677",7,2,2,5.62762111369064,"apin",0,0,0,1,0,0,2,0,0,-7.11072379750276
"4678",7,1,4,6.5792512120101,"toluene",0,2,0,0,0,1,0,0,2,-9.16974819084906
"4679",5,2,2,5.23110861685459,"toluene",0,1,0,1,0,0,1,0,0,-3.53095361290614
"4680",6,0,3,5.15329159449778,"toluene",0,0,1,0,0,1,0,0,2,-6.5622935908323
"4681",5,0,2,4.00733318523247,"toluene",0,0,0,1,0,0,0,0,0,-7.92499250490242
"4682",7,1,3,5.63121178182137,"toluene",0,2,1,0,0,0,1,0,0,-8.56913560751953
"4683",7,1,1,4.18965474202643,"toluene",0,0,1,0,0,1,0,0,0,-2.41804030562322
"4684",6,1,1,2.99573227355399,"toluene",0,0,1,1,0,1,1,0,0,-2.32473596107459
"4685",7,2,2,5.72031177660741,"apin",0,1,0,0,0,0,2,0,0,-5.02474055284465
"4686",7,2,3,5.68697535633982,"toluene",0,2,1,1,0,0,1,0,0,-8.06328956897986
"4687",7,1,3,5.2040066870768,"toluene",0,1,2,0,0,0,1,0,1,-7.61783632413646
"4688",6,2,1,3.17805383034795,"toluene",0,0,1,0,0,1,2,0,0,-2.62845966189915
"4689",6,1,2,5.24174701505964,"toluene",0,1,0,0,1,0,0,1,1,-3.21080688683417
"4690",9,2,1,4.12713438504509,"apin",0,0,1,0,0,0,2,0,1,-5.01958861426561
"4691",6,0,1,3.58351893845611,"toluene",0,0,1,0,0,0,0,0,0,-0.997794560465181
"4692",7,1,2,4.60517018598809,"toluene",0,1,1,0,0,1,1,0,1,-5.07177045535779
"4693",5,1,2,4.21950770517611,"toluene",0,1,1,0,0,1,1,0,0,-5.78306346115676
"4694",7,2,2,4.21950770517611,"toluene",1,1,0,0,0,0,2,0,1,-6.23024837151317
"4695",6,1,2,4.07753744390572,"toluene",1,1,0,0,1,0,0,1,1,-7.264221652155
"4696",4,1,2,3.58351893845611,"toluene",0,0,0,1,1,0,0,1,1,-1.42940163880515
"4697",6,0,1,3.13549421592915,"toluene",0,0,1,1,0,0,0,0,0,-2.16881441204804
"4698",8,0,2,4.07753744390572,"apin",0,1,0,0,0,0,0,0,1,-4.48014275344446
"4699",5,2,1,4.43081679884331,"toluene",0,0,1,0,0,1,2,0,1,-1.46597068088979
"4700",7,1,2,4.12713438504509,"toluene",0,1,0,0,0,1,1,0,0,-4.61647608575205
"4701",7,1,3,6.40025744530882,"toluene",0,1,2,1,0,0,1,0,1,-10.2451930307184
"4702",5,1,2,3.36729582998647,"toluene",0,0,0,0,0,1,1,0,1,-4.17240485498231
"4703",5,1,1,3.13549421592915,"toluene",0,0,0,0,0,0,0,1,0,-1.55220985211238
"4704",4,1,2,4.84418708645859,"toluene",0,0,0,0,0,0,1,0,1,-3.59663971704848
"4705",7,1,3,5.96357934361845,"toluene",0,2,1,1,0,1,1,0,0,-8.25810143805291
"4706",9,2,2,5.91889385427315,"apin",0,2,1,0,0,0,2,0,0,-5.25109336710697
"4707",5,1,3,6.59441345974978,"toluene",0,0,1,1,0,0,0,1,2,-6.91121591530258
"4708",7,2,3,5.4249500174814,"toluene",0,2,1,1,0,1,1,1,0,-9.73662313307685
"4709",7,2,3,6.00881318544259,"toluene",0,2,0,0,0,1,2,0,1,-5.6679915196503
"4710",5,1,3,4.11087386417331,"toluene",0,2,0,1,0,1,1,0,0,-7.3816829179252
"4711",10,1,1,3.3322045101752,"apin",0,0,1,0,0,0,0,0,1,-3.2478638999218
"4712",6,0,3,5.5834963087817,"toluene",0,0,1,1,1,0,0,0,1,-9.06177481277719
"4713",7,0,1,2.70805020110221,"apin",0,0,0,0,0,0,0,0,0,0.331886955652512
"4714",7,0,3,4.90527477843843,"toluene",1,0,0,1,1,0,0,0,1,-9.27762774723518
"4715",7,0,1,4.49980967033027,"toluene",0,0,2,0,0,1,0,0,1,-3.08285595720876
"4716",6,2,2,4.39444915467244,"toluene",0,1,1,1,0,1,0,1,0,1.26626089625977
"4717",6,0,3,5.97126183979046,"apin",0,1,1,0,0,0,0,0,2,-9.04390889787204
"4718",7,0,4,5.78382518232974,"toluene",0,3,1,0,0,0,0,0,1,-10.669286442311
"4719",7,1,1,4.31748811353631,"toluene",0,0,2,0,0,0,1,0,0,-4.85781687631645
"4720",6,1,2,0,"toluene",0,0,0,0,1,0,0,0,2,-3.30342220179499
"4721",7,1,0,1.6094379124341,"toluene",1,0,1,0,0,1,1,0,0,-0.383424900993805
"4722",9,1,2,2.94443897916644,"apin",0,0,0,0,0,0,1,0,2,-7.05532266236115
"4723",7,0,3,5.76832099579377,"toluene",1,0,1,0,1,0,0,0,2,-7.8960745778523
"4724",10,1,3,5.71042701737487,"apin",0,1,0,0,0,0,1,0,2,-9.65235871753491
"4725",6,2,4,4.4188406077966,"toluene",0,2,0,0,0,0,2,0,2,-9.72117718868815
"4726",7,2,3,5.68697535633982,"toluene",0,2,1,0,0,1,1,0,0,-5.6116683695242
"4727",8,2,1,5.48893772615669,"apin",0,1,1,0,0,0,2,0,0,-5.63253215397723
"4728",6,2,2,4.58496747867057,"toluene",0,1,1,0,0,1,0,1,1,-2.06998413136214
"4729",7,1,3,5.53733426701854,"toluene",1,0,0,2,0,1,1,0,1,-9.3969908047511
"4730",5,0,2,3.71357206670431,"toluene",0,1,0,1,2,0,0,0,0,-0.858831375631148
"4731",7,2,2,5.88332238848828,"apin",0,1,1,0,0,0,2,0,1,-5.87876676885497
"4732",7,1,3,5.59842195899838,"toluene",0,2,1,0,0,1,1,0,1,-6.52115963572605
"4733",7,2,2,4.97673374242057,"apin",0,0,0,0,0,0,2,0,1,-2.37081959416437
"4734",7,0,4,6.12468339089421,"toluene",1,1,0,2,1,0,0,0,1,-10.4832929038118
"4735",7,1,1,3.36729582998647,"toluene",0,0,0,0,0,0,1,0,1,-4.37787542834315
"4736",7,2,2,5.61677109766657,"apin",0,0,0,0,0,0,2,0,1,-3.99408467022687
"4737",7,0,3,5.55682806169954,"apin",0,1,0,0,0,0,0,0,2,-6.48410069129659
"4738",5,1,3,6.15060276844628,"toluene",0,0,0,0,0,0,1,0,2,-4.6253990184383
"4739",7,0,3,6.07304453410041,"toluene",0,1,1,1,0,0,0,0,1,-6.4327594320146
"4740",6,0,3,5.30826769740121,"toluene",0,1,1,0,1,0,0,0,1,-7.08110845165128
"4741",10,1,1,4.65396035015752,"apin",0,0,1,0,0,0,1,0,0,-4.72224712359773
"4742",7,2,3,5.89164421182577,"toluene",0,2,1,0,0,0,2,0,0,-8.92700817442107
"4743",7,0,2,4.29045944114839,"apin",0,0,0,1,0,0,0,0,1,-3.20707053005346
"4744",7,1,2,5.8636311755981,"toluene",0,0,1,1,0,0,1,0,1,-8.72453183301172
"4745",6,1,2,5.62401750618734,"toluene",0,1,1,0,0,0,0,0,1,-4.74343195521804
"4746",7,2,3,5.71702770140622,"toluene",0,1,0,2,0,1,1,1,0,-8.56620233871049
"4747",4,1,1,2.94443897916644,"toluene",0,1,1,0,1,0,0,0,0,1.24451236515235
"4748",6,0,1,3.17805383034795,"toluene",0,0,1,0,0,0,0,0,0,-3.99877422486028
"4749",9,1,3,4.75359019110636,"apin",0,0,0,0,0,0,1,0,2,-4.32289979930273
"4750",9,0,2,5.78689738136671,"apin",0,0,1,0,0,0,0,0,2,-5.57312603223406
"4751",7,1,2,5.64897423816121,"toluene",0,0,0,0,1,0,1,0,1,-6.88135974820703
"4752",6,1,3,4.88280192258637,"toluene",0,2,0,0,0,0,0,1,1,-5.59395368074353
"4753",6,2,2,5.83773044716594,"toluene",0,1,1,0,1,0,1,1,1,-3.9027302633499
"4754",6,0,2,3.49650756146648,"toluene",1,1,1,0,0,0,0,0,1,-6.25372779771794
"4755",6,1,3,5.80513496891649,"toluene",0,1,0,0,0,0,1,0,2,-5.68311464473522
"4756",7,2,1,4.27666611901606,"apin",0,0,0,0,0,0,2,0,1,-3.14750850169257
"4757",8,1,1,5.71702770140622,"decane",0,0,1,0,0,0,1,0,1,-5.86195907251414
"4758",6,2,1,5.85507192220243,"toluene",0,0,1,1,0,0,2,0,0,-3.78606532357897
"4759",8,2,2,6.0282785202307,"apin",0,1,0,0,0,0,1,0,1,-3.70569366870241
"4760",10,0,3,6.25575004175337,"decane",0,0,0,0,0,0,0,0,3,-8.8009112913243
"4761",7,1,3,5.64897423816121,"toluene",0,2,1,1,0,0,0,1,0,-4.71395859736107
"4762",7,2,2,4.99043258677874,"toluene",0,0,0,1,0,1,1,1,1,-5.85090023574088
"4763",7,1,3,4.55387689160054,"toluene",0,3,2,0,0,0,0,1,0,-9.97415873662963
"4764",10,2,1,5.98645200528444,"apin",0,0,1,0,0,0,1,0,1,-5.87969003211466
"4765",10,0,3,3.55534806148941,"apin",0,2,0,0,0,0,0,0,0,-6.33286378961942
"4766",7,2,2,5.79909265446053,"apin",0,0,1,1,0,0,2,0,0,-3.96383907468264
"4767",6,2,2,4.86753445045558,"toluene",0,1,0,1,0,1,1,0,0,-2.64157567073889
"4768",10,1,1,4.29045944114839,"decane",0,1,0,0,0,0,1,0,0,1.10252388943337
"4769",6,0,1,3.46573590279973,"toluene",0,0,0,0,0,0,0,0,0,-1.45605516663986
"4770",6,1,3,5.01727983681492,"toluene",0,1,0,1,0,0,0,0,1,-5.46777413621976
"4771",7,2,1,4.56434819146784,"apin",0,0,0,0,0,0,1,0,0,-1.6759543208555
"4772",9,0,3,6.04263283368238,"decane",0,2,0,0,0,0,0,0,0,-10.6458660627621
"4773",7,1,2,5.00394630594546,"toluene",0,2,2,0,0,0,0,1,0,-6.22372753626733
"4774",5,0,3,5.12396397940326,"toluene",0,1,1,1,0,0,0,0,0,-7.19000202420048
"4775",10,1,2,6.50279004591562,"decane",0,1,0,0,0,0,1,0,1,-9.6676017698149
"4776",6,1,4,4.68213122712422,"toluene",0,3,0,0,0,0,0,1,1,-6.6775068501827
"4777",5,2,1,3.49650756146648,"toluene",1,0,0,0,0,1,1,0,1,0.133154936261501
"4778",6,1,2,5.33271879326537,"toluene",0,1,1,0,0,0,0,0,1,-4.6483858201812
"4779",6,1,2,4.85981240436167,"toluene",0,0,1,1,0,1,0,0,1,-3.97795840256431
"4780",6,2,1,4.90527477843843,"toluene",0,0,1,0,0,1,0,0,1,-1.29984352411428
"4781",6,1,4,3.52636052461616,"toluene",1,3,0,0,0,0,0,1,1,-5.96139064889504
"4782",7,2,3,4.24849524204936,"toluene",0,2,0,0,0,0,1,0,1,-8.670573398974
"4783",6,0,5,6.98471632011827,"toluene",0,2,0,1,1,0,0,0,2,-12.4284869778673
"4784",6,0,3,4.47733681447821,"toluene",0,1,0,0,0,0,0,0,1,-4.8435849745885
"4785",6,1,2,3.73766961828337,"toluene",1,0,1,1,0,1,0,1,1,-8.22120855874583
"4786",8,0,4,7.06646697013696,"apin",0,0,0,2,0,0,0,0,2,-10.5400035532293
"4787",7,1,2,3.85014760171006,"toluene",1,1,0,0,0,1,0,1,0,-7.61561195154326
"4788",6,1,4,3.40119738166216,"toluene",1,3,0,0,0,0,1,0,1,-10.3465258410542
"4789",6,1,1,5.04985600724954,"toluene",0,0,1,1,0,0,1,0,0,-3.59736130207076
"4790",6,0,5,5.88332238848828,"toluene",0,2,0,1,0,1,0,0,1,-13.7974044919928
"4791",10,0,2,5.26785815906333,"decane",0,1,0,0,0,0,0,0,1,-5.1918247269202
"4792",6,1,1,3.8286413964891,"toluene",0,1,2,0,0,1,1,0,0,-1.5009174168384
"4793",6,2,3,5.3890717298165,"toluene",0,3,0,0,0,0,0,0,0,-6.48476862586093
"4794",6,1,4,5.64897423816121,"toluene",0,1,0,1,0,1,0,0,2,-8.31045513850327
"4795",6,1,2,5.61677109766657,"toluene",0,1,1,0,0,0,1,0,1,-3.56430276292532
"4796",7,0,2,3.76120011569356,"apin",1,0,0,0,0,0,0,0,2,-6.28097094187545
"4797",9,1,1,5.07517381523383,"decane",0,0,0,0,0,0,0,0,1,-5.57644733419702
"4798",6,1,3,4.75359019110636,"toluene",0,2,1,0,1,0,0,1,0,-6.35367858066369
"4799",6,2,3,5.95324333428778,"toluene",0,1,1,0,0,1,0,1,2,-6.86965618474029
"4800",5,0,4,6.03068526026126,"toluene",0,1,1,0,0,0,0,0,2,-6.80799090300164
"4801",8,1,2,5.94542060860658,"decane",0,1,0,1,0,0,1,0,0,-8.31212249617763
"4802",7,0,3,3.68887945411394,"toluene",1,1,0,1,0,0,0,0,0,-9.96159971754979
"4803",10,0,1,4.54329478227,"apin",0,1,1,0,0,0,0,0,0,-3.79488092445182
"4804",7,1,3,5.75257263882563,"toluene",0,2,1,0,0,0,0,1,1,-7.18774226487153
"4805",6,0,3,4.43081679884331,"toluene",0,1,0,1,0,0,0,0,0,-2.44014045114864
"4806",7,0,2,4.72738781871234,"toluene",1,0,1,0,1,0,0,0,2,-7.18628151911355
"4807",9,2,1,3.43398720448515,"apin",0,1,0,0,0,0,2,0,0,-5.30469736525425
"4808",10,2,1,5.88610403145016,"apin",0,0,1,0,0,0,1,0,1,-6.31185641847867
"4809",6,1,2,5.01727983681492,"toluene",0,1,2,0,0,1,1,0,1,-4.12766583943143
"4810",6,1,3,6.03548143252476,"toluene",0,1,0,0,0,0,0,0,2,-1.26159681842323
"4811",9,0,3,6.87626461189077,"decane",0,1,0,1,0,0,0,0,1,-11.2855380901819
"4812",7,1,4,4.67282883446191,"toluene",1,2,0,0,0,0,0,0,2,-11.6747390028859
"4813",7,2,1,5.77765232322266,"toluene",0,0,1,0,0,0,1,0,1,-2.82224734527702
"4814",10,2,2,5.90536184805457,"apin",0,1,1,1,0,0,2,0,0,-6.30818059433395
"4815",6,1,3,6.51767127291227,"toluene",0,1,0,0,2,0,0,0,2,-5.65757313774489
"4816",7,1,2,6.34212141872115,"toluene",0,0,3,1,0,0,1,0,1,-7.46947884740768
"4817",6,1,2,5.85793315448346,"toluene",0,1,1,0,1,0,0,0,1,-3.68068617443963
"4818",6,2,3,6.13122648948314,"toluene",0,2,0,1,0,0,1,0,0,-5.54900466972494
"4819",8,1,1,4.56434819146784,"apin",0,0,1,0,0,0,1,0,1,-3.29925314117528
"4820",6,2,0,3.2188758248682,"decane",0,0,0,0,0,0,1,0,0,-1.51661065804111
"4821",6,1,3,5.02388052084628,"toluene",0,2,0,1,0,0,0,0,0,-6.01655057832262
"4822",8,1,1,4.14313472639153,"apin",0,0,1,0,0,0,1,0,1,-4.28491271851267
"4823",5,1,1,2.484906649788,"toluene",0,0,1,0,0,1,1,0,1,1.10588644083411
"4824",7,2,2,6.21460809842219,"toluene",0,1,1,0,1,0,1,0,1,-2.76779859052759
"4825",6,2,2,6.78105762593618,"toluene",0,0,1,2,0,0,2,0,0,-7.43452752704318
"4826",10,1,2,6.29156913955832,"decane",0,0,0,0,0,0,1,0,2,-8.63423964398249
"4827",6,1,3,4.77068462446567,"toluene",0,1,0,0,0,0,1,0,1,-7.51388227183545
"4828",6,1,3,5.97126183979046,"toluene",0,2,2,0,0,0,1,0,1,-6.68665385252561
"4829",8,1,1,4.58496747867057,"apin",0,0,0,0,0,0,1,0,1,-3.10073464584164
"4830",5,0,4,5.37989735354046,"toluene",0,1,0,0,0,1,0,0,2,-7.8544268709251
"4831",7,1,4,6.51767127291227,"toluene",0,2,2,0,0,0,1,0,1,-12.5795293151298
"4832",6,2,4,6.94697599213542,"toluene",0,2,0,0,0,0,0,0,2,-4.22522825669239
"4833",7,2,2,6.07073772800249,"toluene",0,1,0,0,0,0,0,0,1,-5.45971415501682
"4834",9,2,1,2.19722457733622,"apin",0,0,0,0,0,0,2,0,0,-4.03283880746293
"4835",6,1,3,6.14418563412565,"toluene",0,1,1,2,0,0,1,0,0,-7.46934826964556
"4836",7,1,4,6.5366915975913,"toluene",0,2,1,0,0,1,0,1,2,-10.4237482705383
"4837",6,1,1,4.11087386417331,"apin",0,1,2,0,0,0,1,0,0,-1.40208512325662
"4838",7,1,1,3.49650756146648,"toluene",1,0,1,0,0,1,0,1,1,-4.40121046615377
"4839",6,2,4,4.85203026391962,"toluene",0,4,0,0,0,0,1,1,0,-0.943624135064116
"4840",6,2,2,5.42053499927229,"apin",0,1,0,0,0,0,1,0,1,-0.867590036411203
"4841",7,1,2,5.77455154554441,"toluene",0,1,1,1,0,0,1,0,0,-6.56909969484951
"4842",8,0,1,3.13549421592915,"decane",0,1,1,0,0,0,0,0,0,0.154352868525862
"4843",7,2,2,5.97126183979046,"toluene",0,1,2,1,0,0,2,0,0,-4.52564693474275
"4844",6,0,3,5.82008293035236,"toluene",0,1,1,0,0,1,0,0,2,-6.51113585014381
"4845",5,0,2,5.06890420222023,"toluene",0,0,0,0,0,0,0,0,1,-3.82342105121933
"4846",7,2,2,5.80814248998044,"toluene",0,1,1,0,1,0,1,0,1,-3.30911967437534
"4847",10,2,1,4.969813299576,"decane",0,1,0,0,0,0,2,0,0,-4.66655494038008
"4848",6,0,3,4.85203026391962,"toluene",0,1,0,1,1,0,0,0,1,-7.63658132639507
"4849",10,1,3,6.5792512120101,"apin",0,1,1,0,0,0,1,0,2,-11.109845867841
"4850",6,1,2,4.14313472639153,"toluene",1,0,1,1,0,0,0,1,0,-8.42591076832182
"4851",6,2,2,5.09375020080676,"toluene",0,0,0,0,0,0,2,0,2,-4.46775942403093
"4852",6,1,2,3.78418963391826,"toluene",0,1,0,0,0,1,1,0,0,-3.24006501715104
"4853",7,2,3,5.4553211153577,"toluene",0,2,0,0,0,0,1,0,0,-7.636511867642
"4854",6,0,3,5.82894561761021,"toluene",0,0,1,2,1,0,0,0,1,-10.6691635663751
"4855",8,2,2,5.4553211153577,"apin",0,0,0,1,0,0,2,0,1,-5.94775588080962
"4856",6,1,3,5.87211778947542,"apin",0,1,0,1,0,0,1,0,1,-5.44867757526981
"4857",9,1,1,4.52178857704904,"apin",0,0,2,0,0,0,1,0,0,-3.87772240953424
"4858",6,0,3,4.77912349311153,"toluene",0,0,1,1,0,0,0,0,2,-8.51998816767777
"4859",8,1,1,5.03695260241363,"decane",0,0,1,0,0,0,1,0,1,-6.44178875179183
"4860",6,0,0,1.94591014905531,"apin",0,0,2,0,0,0,0,0,0,0.874266033769745
"4861",7,1,1,4.63472898822964,"toluene",0,0,1,0,0,0,0,1,1,-1.65274371709968
"4862",6,2,2,5.8171111599632,"toluene",0,0,1,1,0,0,2,0,0,-4.44186370167755
"4863",10,2,1,6.0282785202307,"decane",0,1,0,0,0,0,2,0,0,-6.10849615140559
"4864",6,0,3,6.33327962813969,"toluene",0,1,1,0,1,0,0,0,2,-4.85268171346607
"4865",7,1,4,5.31811999384422,"toluene",0,3,1,1,0,0,1,0,0,-8.42587714113439
"4866",7,2,2,6.27664348934164,"apin",0,0,1,0,0,0,2,0,2,-6.91354026245054
"4867",7,1,2,2.94443897916644,"toluene",1,0,0,1,0,1,1,0,0,-6.90286147595054
"4868",7,2,0,3.29583686600433,"toluene",0,0,0,0,0,0,1,1,0,-4.98297268397531
"4869",6,1,3,5.82894561761021,"toluene",0,1,0,1,1,0,1,0,1,-6.59476453189556
"4870",7,2,2,4.61512051684126,"toluene",0,1,0,0,0,0,1,0,0,-4.93039842163022
"4871",6,1,2,5.67675380226828,"toluene",0,1,2,0,1,0,1,0,1,-3.74750785452918
"4872",7,2,3,5.25227342804663,"toluene",0,2,0,0,0,0,1,1,1,-7.21629952738555
"4873",7,1,2,4.55387689160054,"toluene",1,0,1,0,1,0,0,1,1,-8.96302754884308
"4874",5,1,3,5.44673737166631,"toluene",0,2,0,0,1,0,1,0,0,-3.9545815910486
"4875",6,1,2,1.09861228866811,"toluene",0,2,0,0,0,0,0,1,0,-2.02695098557073
"4876",10,0,2,5.12396397940326,"apin",0,1,1,0,0,0,0,0,0,-7.52411909754176
"4877",6,0,5,6.74993119378857,"toluene",0,3,1,1,0,0,0,0,1,-6.75991910191929
"4878",10,1,0,4.62497281328427,"decane",0,0,0,0,0,0,1,0,0,-1.6079475794284
"4879",7,2,3,5.67675380226828,"toluene",0,1,0,0,0,0,2,0,0,-7.14091328433004
"4880",7,2,1,1.79175946922805,"apin",0,0,0,0,0,0,2,0,0,-0.891072289274022
"4881",7,1,3,5.18178355029209,"toluene",0,2,2,0,0,1,1,0,0,-7.22741702859803
"4882",10,1,3,6.96696713861398,"apin",0,1,1,1,0,0,1,0,1,-10.551471382513
