"ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","parentspecies","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester"
4041,-9.06361355501609,297.992073632,26,6,12,2,3,270,40,"toluene",0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0
4042,-3.90550930664694,344.033938444,35,8,13,2,2,295,40,"apin",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
4043,-10.5663171882234,331.997552936,30,6,14,2,5,180,2,"toluene",0,0,3,0,0,0,0,0,1,1,0,0,1,2,0,0
4045,-6.49490036410991,310.101230156,39,10,9,2,1,176,40,"decane",0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
4046,-12.8281632739217,254.02739652,27,7,10,0,5,261,8,"toluene",0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0
4047,-8.07020080125688,206.006267152,20,6,8,0,3,77,15,"toluene",0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
4050,-4.77855181185722,294.069930028,34,9,9,2,1,226,40,"apin",0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0
4052,-4.74603178356024,294.069930028,34,9,9,2,2,10,9,"apin",0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
4053,-7.48128018778496,283.017560108,28,7,11,1,3,532,40,"toluene",0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0
4054,-2.13363708132475,325.986988252,28,7,13,2,1,119,40,"toluene",0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0
4055,-8.1808632937109,265.116151948,37,10,7,1,2,324,40,"decane",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
4056,-0.756602581410309,216.985866056,18,6,8,1,0,9,9,"toluene",0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0
4061,-5.75723560393767,223.069201756,28,7,7,1,2,472,40,"decane",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
4062,-4.78980435298476,188.032087976,21,7,6,0,2,44,23,"toluene",1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
4063,-5.44367683921531,216.099773612,31,10,5,0,1,143,40,"decane",0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
4064,-6.39158930204,314.059759268,35,8,11,2,2,412,40,"decane",0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4065,-8.65210244533101,314.02337376,31,7,12,2,3,207,40,"toluene",0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0
4069,-0.526650477332418,237.012080804,23,6,9,1,2,178,30,"toluene",0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0
4071,-3.54369720731698,329.981902872,28,6,14,2,2,242,40,"toluene",0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
4072,-12.5936983818673,299.012474728,29,7,12,1,4,470,4,"toluene",0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0
4073,-7.30079611353839,263.064116376,31,9,8,1,2,644,40,"apin",0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0
4074,0.192875759308908,148.037173356,18,5,5,0,2,59,13,"toluene",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
4075,-9.16348894413949,234.001181772,22,7,9,0,3,95,10,"toluene",1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
4076,-7.28209827954282,269.001910044,25,6,11,1,3,226,40,"toluene",0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0
4077,-3.53984270366124,311.048860236,34,9,11,1,2,186,14,"apin",0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
4078,-7.52884265735247,246.99643074,22,7,9,1,2,7,5,"toluene",1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
4079,-2.87522268696768,266.0386299,28,7,9,2,1,185,40,"decane",0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
4080,-7.45776779154567,300.044109204,32,7,11,2,3,467,10,"apin",0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0
4081,-8.2141536201741,267.059030996,31,8,9,1,3,1005,39,"apin",0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0
4082,-5.81301503705019,282.9811746,24,6,12,1,2,264,38,"toluene",0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0
4083,-8.99304824278432,315.007389348,30,7,13,1,5,111,18,"toluene",0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0
4084,-5.83333291909735,230.079038168,30,10,6,0,1,164,40,"apin",0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0
4086,-7.56154719055625,269.001910044,25,6,11,1,4,155,4,"toluene",0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0
4087,-0.670290946422638,102.031694052,13,4,3,0,1,15,9,"apin_decane_toluene",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
4090,-0.116021048867284,280.965524536,22,6,12,1,1,134,40,"toluene",0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0
4091,-8.59520891962086,236.089602852,32,9,7,0,3,678,33,"apin",0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0
4092,0.746701920891865,132.005873228,13,4,5,0,1,16,10,"toluene",0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
4094,-5.34820006002305,368.033938444,37,10,13,2,1,456,40,"apin",0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
4095,-1.15311798116671,217.022251564,22,7,7,1,0,22,22,"toluene",0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0
4096,-1.4710220096725,293.997159012,26,7,11,2,0,29,29,"toluene",0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0
4098,-10.9681201425623,324.080494712,38,10,10,2,2,527,40,"decane",0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0
4100,-3.9350826201535,295.976423568,24,6,12,2,2,90,28,"toluene",1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
4102,-2.00070817070187,282.03354452,29,7,10,2,1,132,40,"apin",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4104,-5.89776558650537,356.033938444,36,9,13,2,2,718,40,"apin",0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0
4105,-3.45947588036995,301.986988252,26,5,13,2,3,250,4,"toluene",0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0
4107,-7.36495186718148,202.011352532,20,7,7,0,2,208,40,"toluene",0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0
4108,-2.93402567672897,172.000787848,16,6,6,0,1,15,14,"toluene",1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
4109,-1.99589623930089,235.032816248,25,7,8,1,1,19,13,"apin",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4111,-6.73178788450964,308.085580092,37,10,9,2,1,262,40,"apin",0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
4112,-7.79863416451677,267.022645488,27,7,10,1,3,460,39,"apin",0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
4113,-7.51103994417879,283.017560108,28,7,11,1,4,104,16,"toluene",0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0
4114,-4.81112215275543,329.981902872,28,6,14,2,2,156,36,"toluene",0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0
4115,-8.2214151871351,249.996096392,23,7,10,0,3,89,2,"toluene",0,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0
4116,-5.89279736264999,377.966646732,31,6,17,2,4,801,7,"toluene",0,0,2,0,0,0,1,0,1,0,0,1,0,1,1,0
4118,-3.25785205313286,221.053551692,26,7,7,1,1,109,40,"apin",0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
4119,0.00309893377837474,295.976423568,24,6,12,2,1,95,38,"toluene",0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
4120,-5.32566167719277,164.032087976,19,5,6,0,3,222,4,"toluene",0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
4121,0.999253950359164,128.010958608,13,5,4,0,0,5,5,"toluene",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4123,-6.30253756746101,300.991739284,27,6,13,1,4,428,11,"toluene",0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0
4124,-3.23164327810444,324.044109204,34,9,11,2,1,44,27,"apin",0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4125,-3.25534471875246,361.971732112,30,6,16,2,2,344,40,"toluene",0,0,0,0,2,0,0,0,1,0,0,1,1,2,0,0
4126,-1.64133223393993,207.00151612,19,5,8,1,2,130,40,"toluene",0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0
4127,-0.658072971331102,328.002638316,30,7,13,2,2,158,29,"toluene",0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0
4128,-6.93245881580523,345.976817492,29,6,15,2,3,240,15,"toluene",0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0
4129,-4.68294946461481,314.02337376,31,7,12,2,2,482,40,"apin",0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
4130,-2.0878948940807,160.037173356,19,6,5,0,2,52,13,"toluene",0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
4131,-1.95609109385807,207.00151612,19,5,8,1,1,52,31,"toluene",0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
4132,-8.49921314265284,281.001910044,26,7,11,1,3,202,2,"toluene",0,0,2,2,0,1,0,0,1,0,0,0,1,0,0,0
4133,-7.7887478932892,269.001910044,25,6,11,1,4,36,12,"toluene",0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0
4134,-6.77598188042788,281.07468106,34,9,9,1,2,203,11,"apin",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
4135,-7.93204646797425,186.016437912,19,7,6,0,2,7,3,"toluene",1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0
4137,-0.54854258803003,307.976423568,25,7,12,2,0,29,29,"toluene",0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0
4138,-5.18315950497304,313.986988252,27,6,13,2,2,666,40,"toluene",0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0
4139,-6.11498740556373,278.98625998,24,7,11,1,2,205,9,"toluene",0,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0
4140,-6.50500896715677,206.006267152,20,6,8,0,3,75,15,"toluene",0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0
4142,-1.18337586846479,313.986988252,27,6,13,2,1,138,40,"toluene",0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0
4144,-5.17519123506023,294.9811746,25,7,12,1,2,115,29,"",0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0
4145,-5.85461910740972,237.048466312,27,7,8,1,2,211,40,"apin",0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4146,-8.87315072342718,326.096144776,40,10,10,2,2,498,40,"decane",0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
4147,-8.18099609080943,345.976817492,29,6,15,2,3,169,8,"toluene",0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0
4148,-6.58472756315115,172.037173356,20,7,5,0,3,5,1,"toluene",1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0
4149,-6.62976116119391,325.986988252,28,7,13,2,2,124,15,"toluene",0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0
4151,-4.70639476177418,284.996824664,26,6,12,1,2,339,40,"toluene",0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0
4153,-4.52371529418301,279.059030996,32,9,9,1,1,48,40,"apin",0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0
4154,-2.84305280526465,311.971338188,25,6,13,2,2,277,40,"toluene",0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0
4155,-3.94836222070783,295.053945616,33,9,10,1,2,319,40,"apin",0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
4156,-4.37935928098602,222.99643074,20,5,9,1,2,63,18,"toluene",1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
4157,-4.12984235917752,175.995702468,16,5,7,0,2,26,11,"toluene",0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0
4159,-9.16567792287666,249.012080804,24,7,9,1,2,30,1,"toluene",1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
4161,-7.97985294956008,265.006995424,25,7,10,1,3,249,40,"toluene",0,0,3,1,2,0,0,1,1,0,0,0,0,0,0,0
4162,-3.31109347994274,284.049194584,31,7,10,2,2,134,2,"apin",0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
4163,-7.46231189828297,222.99643074,20,5,9,1,3,116,8,"toluene",0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0
4165,-3.45198865444786,282.9811746,24,6,12,1,3,159,34,"toluene",0,0,2,0,3,0,0,0,1,0,0,0,1,1,0,0
4166,-0.0647751704830189,203.115758024,31,9,4,1,0,16,16,"decane",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4167,-9.67376316980392,240.011746456,24,6,10,0,4,405,12,"toluene",0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0
4168,-2.08882018743454,311.971338188,25,6,13,2,1,5,2,"toluene",0,0,0,0,3,0,0,0,1,1,0,0,1,0,1,0
4169,-5.82058148468676,368.033938444,37,10,13,2,1,165,40,"apin",0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0
4170,-2.56590172967858,313.986988252,27,6,13,2,1,241,40,"toluene",0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0
4172,-4.79572230981061,262.99134536,23,7,10,1,1,36,29,"toluene",1,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0
4174,-2.98824122134086,280.054279964,31,8,9,2,1,132,40,"apin",0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
4175,-6.5168516015537,234.001181772,22,7,9,0,2,328,40,"toluene",0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0
4176,-4.24409208775368,222.99643074,20,5,9,1,2,107,18,"toluene",0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
4179,-7.14377776233134,283.017560108,28,7,11,1,2,521,40,"toluene",0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0
4180,-5.70994931914152,204.027002596,22,7,7,0,2,49,23,"toluene",0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0
4183,-6.58998146986597,219.00151612,20,6,8,1,2,39,6,"toluene",1,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0
4184,-5.67886720978115,295.976423568,24,6,12,2,2,97,15,"toluene",0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0
4185,-3.11596942948315,325.986988252,28,7,13,2,1,124,30,"toluene",0,0,0,2,1,0,0,0,1,1,0,0,1,0,1,0
4186,-4.03922975140298,276.970609916,22,7,11,1,1,33,19,"toluene",0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0
4188,-2.24260980802604,249.012080804,24,7,9,1,1,74,40,"toluene",0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0
4189,-5.11196156681318,238.99134536,21,5,10,1,3,123,17,"toluene",0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0
4190,-0.95079341285825,248.064450724,29,8,7,2,0,7,7,"apin",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
4192,-5.54190520882675,253.006995424,24,6,10,1,3,253,40,"toluene",0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0
4193,0.173443000983689,204.985866056,17,5,8,1,2,39,5,"toluene",0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
4194,-8.20783630933357,296.960439156,23,6,13,1,2,57,5,"toluene",0,0,0,0,3,0,0,0,0,1,0,0,1,0,2,0
4195,-3.67109926366797,324.044109204,34,9,11,2,1,173,40,"apin",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
4196,-6.71119798020764,277.07976644,34,10,8,1,1,236,40,"apin",0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0
4197,0.304333738355359,313.986988252,27,6,13,2,1,98,40,"toluene",0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0
4198,-4.00387536193394,310.97608922,26,7,13,1,1,301,40,"toluene",0,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0
4199,-5.10599244501576,249.048466312,28,8,8,1,1,308,40,"decane",0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0
4201,-5.56852539848803,263.064116376,31,9,8,1,1,230,40,"decane",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
4202,-4.87983682726511,234.99643074,21,6,9,1,2,129,19,"toluene",0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
4203,-2.72633727049786,219.00151612,20,6,8,1,1,111,40,"toluene",0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
4205,-7.63617765417474,281.001910044,26,7,11,1,2,36,3,"toluene",0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0
4206,-6.02857289334646,338.059759268,37,10,11,2,2,70,5,"apin",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
4207,-5.1249152834521,338.059759268,37,10,11,2,1,213,40,"apin",0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0
4208,-2.01726897075646,267.022645488,27,7,10,1,2,134,13,"apin",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
4212,-2.40592722413487,357.976817492,30,7,15,2,1,246,17,"toluene",0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0
4213,-3.53293787905972,282.9811746,24,6,12,1,3,63,2,"toluene",0,0,1,0,2,0,0,0,0,1,0,0,1,1,1,0
4214,-1.82692883610133,238.99134536,21,5,10,1,2,51,28,"toluene",0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0
4215,-7.71023431009463,329.981902872,28,6,14,2,3,601,39,"toluene",0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
4216,-2.61182956711959,266.0386299,28,7,9,2,1,186,40,"decane",0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
4217,-3.7009141232163,204.063388104,26,8,6,0,2,82,8,"apin",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4218,-4.20076517130589,331.961167428,26,5,15,2,2,290,40,"toluene",0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
4220,-7.87327574554451,234.001181772,22,7,9,0,3,64,16,"toluene",1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
4223,-6.3212413495812,204.027002596,22,7,7,0,3,121,40,"toluene",1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0
4224,-5.62033094049198,328.002638316,30,7,13,2,3,268,13,"toluene",0,0,3,1,0,0,0,1,1,0,0,1,0,0,0,0
4225,-5.88577028640854,263.100501884,35,10,7,1,2,131,40,"apin",0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
4226,-3.29893935136762,269.997159012,24,5,11,2,3,128,21,"toluene",0,0,2,1,0,0,0,1,1,1,0,0,0,1,0,0
4228,-4.4825711907814,295.976423568,24,6,12,2,2,59,15,"toluene",0,0,0,0,2,1,0,0,0,2,0,0,1,1,0,0
4229,-6.25929941454442,251.064116376,30,8,8,1,2,93,40,"apin",0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
4230,-6.22724436255623,216.099773612,31,10,5,0,2,100,33,"apin",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
4231,-8.1604728329518,220.021917216,23,7,8,0,3,335,17,"toluene",0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
4232,-3.2282878971744,281.997159012,25,6,11,2,1,137,40,"toluene",0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0
4234,-4.03764388229206,300.007723696,28,6,12,2,2,157,40,"toluene",0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
4235,-5.26209866155276,312.044109204,33,8,11,2,1,282,40,"decane",0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
4236,-10.5589713027924,283.017560108,28,7,11,1,4,658,7,"toluene",0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0
4237,-0.395144903604959,271.976423568,22,4,12,2,1,153,39,"toluene",0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0
4239,-0.91187703252041,296.960439156,23,6,13,1,2,85,27,"toluene",0,0,1,0,3,0,0,0,0,0,0,1,1,1,0,0
4240,-6.61620455905394,210.001181772,20,5,9,0,3,486,38,"toluene",0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
4241,-6.84498754808076,343.997552936,31,7,14,2,3,261,2,"toluene",0,0,2,1,0,0,0,0,0,1,0,1,1,1,0,0
4242,-3.57211214705301,280.054279964,31,8,9,2,1,210,40,"decane",0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
4243,-9.8524183669966,248.089602852,33,10,7,0,2,747,40,"decane",0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
4245,-1.25166760483072,130.06299418,19,6,3,0,1,38,28,"apin",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4246,-2.89639643332268,238.99134536,21,5,10,1,2,67,27,"toluene",0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
4247,-4.69332666262792,221.017166184,22,6,8,1,2,95,32,"toluene",0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
4249,-1.59486063667249,311.971338188,25,6,13,2,1,164,40,"toluene",0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0
4250,-4.17076752635325,327.966252808,26,6,14,2,2,64,17,"toluene",0,0,0,0,3,1,0,0,1,1,0,0,1,1,0,0
4251,-9.10191950923788,233.017166184,23,7,8,1,3,119,40,"toluene",1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0
4253,-1.83226997942538,192.027002596,21,6,7,0,2,98,25,"apin",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
4254,-9.83470066465389,340.075409332,39,10,11,2,2,257,40,"apin",0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
4257,-4.45781892184683,312.11688022,41,10,9,2,2,380,40,"decane",0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
4258,-4.7343743891936,265.006995424,25,7,10,1,2,114,38,"toluene",0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
4259,-5.19592940878607,314.02337376,31,7,12,2,2,430,40,"apin",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
4262,-10.0008740755245,300.044109204,32,7,11,2,3,793,40,"decane",0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0
4263,-6.00930820133067,206.006267152,20,6,8,0,2,220,40,"toluene",0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
4264,-6.23320655504388,310.97608922,26,7,13,1,2,349,33,"toluene",0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,0
4265,-2.66860929519302,219.00151612,20,6,8,1,2,33,4,"toluene",0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
4266,-2.93124576401852,266.98625998,23,6,11,1,2,226,10,"toluene",0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0
4267,-4.33420543577305,270.9811746,23,5,12,1,2,304,40,"toluene",0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
4268,-4.72061752584875,298.02845914,30,7,11,2,2,331,40,"apin",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
4270,-7.86376363954937,296.996824664,27,7,12,1,3,622,34,"toluene",0,0,1,1,0,1,2,0,1,0,0,0,0,1,0,0
4272,-11.0102541475193,240.011746456,24,6,10,0,4,627,40,"toluene",0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0
4273,-1.32908638376379,145.985137784,12,4,6,0,2,11,4,"toluene",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
4274,-6.34812768219425,247.105587264,34,10,6,1,1,233,40,"decane",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
4275,-2.88025825754961,313.986988252,27,6,13,2,2,104,38,"toluene",0,0,0,0,2,0,0,0,1,1,0,0,1,2,0,0
4276,-7.05952491276475,278.98625998,24,7,11,1,2,13,1,"toluene",0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0
4277,-4.28521959187372,266.98625998,23,6,11,1,2,161,40,"toluene",0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4278,-4.51027293074845,297.992073632,26,6,12,2,3,15,3,"toluene",0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0
4279,-4.71695265999197,266.98625998,23,6,11,1,2,241,40,"toluene",0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0
4281,-8.73335752828424,239.027730868,25,6,9,1,3,738,40,"apin",0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
4282,2.61740891195529,162.975301372,12,3,7,1,1,6,5,"toluene",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4284,-7.1059417192594,251.064116376,30,8,8,1,2,410,40,"decane",0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0
4285,-1.29511480276072,232.980780676,19,6,9,1,1,17,7,"toluene",0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0
4286,-5.08693147534602,359.992467556,32,7,15,2,3,273,9,"toluene",0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
4289,-6.26749052428668,300.991739284,27,6,13,1,3,475,40,"toluene",0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0
4290,-9.90473452470354,234.073952788,30,9,7,0,3,325,10,"apin",0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
4291,-5.3596307810655,312.991739284,28,7,13,1,2,409,31,"toluene",0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,0
4292,-0.385439011024137,217.131408088,34,10,4,1,0,16,16,"decane",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4295,-3.52215034821593,249.012080804,24,7,9,1,1,125,40,"toluene",0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0
4296,-6.92611580590251,308.085580092,37,10,9,2,1,469,40,"decane",0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
4298,-6.63718993866772,343.997552936,31,7,14,2,3,464,16,"toluene",0,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0
4299,-8.99524798366244,271.017560108,27,6,11,1,3,637,39,"toluene",0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0
4300,-3.70869035789551,309.992073632,27,7,12,2,2,54,40,"toluene",0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0
4301,-6.03223796042283,313.986988252,27,6,13,2,2,229,39,"toluene",0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
4302,-5.99668731721339,361.971732112,30,6,16,2,2,634,40,"toluene",0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
4304,-8.4076329920424,194.006267152,19,5,8,0,3,59,7,"toluene",0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
4305,-0.698015452147165,146.094294308,24,7,3,0,1,27,24,"decane",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4306,-7.29379427336953,237.996096392,22,6,10,0,3,330,40,"toluene",0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
4308,-4.29537892875676,220.021917216,23,7,8,0,3,197,7,"toluene",1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0
4309,-3.28438777381049,314.02337376,31,7,12,2,2,426,40,"apin",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
