ID,log_pSat_Pa,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
3187,-5.5138210854286696,300.991739284,27,6,13,1,3,192.0,3.0,toluene,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0
3188,-4.087035223162007,312.991739284,28,7,13,1,2,99.0,26.0,toluene,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0
3189,-3.140120073366286,254.0386299,27,6,9,2,1,25.0,4.0,apin,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
3190,-4.321088189966624,237.012080804,23,6,9,1,3,79.0,13.0,toluene,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0
3191,-2.1285477645886948,307.976423568,25,7,12,2,0,28.0,28.0,toluene,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0
3192,-7.8481803465179905,267.022645488,27,7,10,1,3,445.0,40.0,apin,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0
3193,-0.8125732362118954,196.980780676,16,3,9,1,2,54.0,16.0,toluene,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
3194,-2.0430985900629577,268.05427996400005,30,7,9,2,1,107.0,40.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
3195,-1.11692083178997,234.99643074,21,6,9,1,1,45.0,21.0,toluene,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
3196,0.8369590630118472,219.00151612,20,6,8,1,0,24.0,24.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0
3197,-4.136222530228898,237.012080804,23,6,9,1,2,146.0,16.0,toluene,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0
3198,-5.962682144342227,208.021917216,22,6,8,0,2,168.0,40.0,toluene,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0
3199,-3.0166809253359688,207.074287136,27,7,6,1,1,49.0,36.0,apin,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3201,-3.531984681535592,179.990617088,16,4,8,0,3,36.0,8.0,toluene,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
3202,-7.787866373761418,210.001181772,20,5,9,0,4,91.0,3.0,toluene,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0
3203,-5.818693635992541,192.027002596,21,6,7,0,3,191.0,18.0,toluene,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3206,-5.179854718444429,357.97681749199995,30,7,15,2,2,341.0,40.0,toluene,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0
3208,-4.337534567838312,225.012080804,22,5,9,1,3,91.0,6.0,toluene,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3209,-7.457438713276015,310.064844648,35,9,10,2,2,664.0,40.0,apin,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0
3211,-5.284944740637784,192.027002596,21,6,7,0,2,227.0,40.0,apin,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
3212,-3.8931525939035767,281.997159012,25,6,11,2,1,156.0,31.0,toluene,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0
3213,-5.965875087699293,219.00151612,20,6,8,1,2,43.0,18.0,toluene,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0
3214,-1.5893154337211555,193.022251564,20,5,7,1,1,42.0,33.0,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
3215,-9.165522240478023,204.027002596,22,7,7,0,3,152.0,40.0,toluene,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0
3216,-3.31320108641944,297.992073632,26,6,12,2,2,27.0,19.0,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
3217,-3.159851466478933,225.012080804,22,5,9,1,2,19.0,2.0,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3218,0.25934127421055686,231.00151612,21,7,8,1,0,12.0,12.0,toluene,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
3219,-4.2118286581085025,297.992073632,26,6,12,2,2,167.0,4.0,toluene,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
3220,-5.03986979303544,247.069201756,30,9,7,1,1,11.0,4.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3221,-7.439684060816979,255.059030996,30,7,9,1,3,661.0,40.0,apin,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0
3222,-5.493389936364944,310.97608921999995,26,7,13,1,2,124.0,32.0,toluene,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0
3224,-2.5700573416582624,341.9819028719999,29,7,14,2,1,180.0,40.0,toluene,0,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0
3225,-2.780583019158996,250.99134536000005,22,6,10,1,2,19.0,2.0,toluene,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0
3226,-6.4849012002021995,328.00263831599995,30,7,13,2,2,142.0,40.0,toluene,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0
3227,-4.82024454403365,296.012809076,28,7,11,2,3,68.0,29.0,toluene,0,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0
3228,-6.060998246971557,295.053945616,33,9,10,1,2,161.0,40.0,apin,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
3229,-5.660397157179643,222.001181772,21,6,9,0,2,140.0,21.0,toluene,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0
3230,-2.4837528899964956,306.069930028,35,10,9,2,0,48.0,40.0,decane,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
3232,-9.05463449082199,224.016831836,23,6,9,0,4,154.0,3.0,toluene,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0
3235,-5.377407198238995,269.00191004400006,25,6,11,1,2,252.0,40.0,toluene,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
3236,-8.627845668506714,373.9717321119999,31,7,16,2,3,471.0,40.0,toluene,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
3237,-9.412603372796537,224.016831836,23,6,9,0,4,238.0,2.0,toluene,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0
3238,-3.9446069672726205,234.99643074,21,6,9,1,2,123.0,27.0,toluene,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
3239,-1.7309999943038459,205.058637072,25,7,6,1,1,50.0,33.0,apin,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
3240,-2.1049964447566176,341.981902872,29,7,14,2,1,87.0,17.0,toluene,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
3241,-10.678486109012344,281.001910044,26,7,11,1,3,476.0,40.0,toluene,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0
3242,-10.581139587429268,299.012474728,29,7,12,1,5,378.0,4.0,toluene,0,0,4,0,1,0,1,0,1,0,0,0,0,1,0,0
3243,-2.983566902474594,263.064116376,31,9,8,1,1,94.0,28.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
3244,-9.438430846012379,218.006267152,21,7,8,0,3,18.0,8.0,toluene,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0
3245,-4.978875246858842,220.021917216,23,7,8,0,3,101.0,13.0,toluene,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0
3246,-4.414509561100565,174.016437912,18,6,6,0,2,52.0,15.0,toluene,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
3247,-9.010865610320074,218.079038168,29,9,6,0,2,386.0,40.0,decane,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0
3248,-0.7802777020899783,201.974967024,16,6,8,0,1,21.0,13.0,toluene,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0
3249,-5.636805784783532,357.97681749199995,30,7,15,2,2,927.0,40.0,toluene,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0
3250,-6.727953646334255,238.99134536000005,21,5,10,1,3,185.0,10.0,toluene,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
3251,0.34020772250422127,195.00151612,18,4,8,1,1,46.0,28.0,apin,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3252,-10.143060413001324,300.991739284,27,6,13,1,3,210.0,5.0,toluene,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0
3253,-5.5093228438037585,294.9811746,25,7,12,1,3,413.0,37.0,toluene,0,0,1,1,2,1,0,0,1,0,0,0,0,0,1,0
3254,-4.83003513488083,237.048466312,27,7,8,1,2,243.0,40.0,apin,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0
3255,-9.593796311054293,237.99609639200003,22,6,10,0,4,288.0,19.0,toluene,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
3256,-6.174882678260181,262.99134536,23,7,10,1,2,109.0,36.0,toluene,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
3257,-4.450030632589712,233.053551692,27,8,7,1,1,57.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
3258,1.5056241167159685,118.026608672,14,4,4,0,1,4.0,4.0,toluene,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3259,-5.241339374468157,263.10050188400004,35,10,7,1,1,253.0,40.0,decane,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
3260,-5.423143512424216,281.997159012,25,6,11,2,2,65.0,16.0,toluene,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0
3261,-5.947897077381144,218.006267152,21,7,8,0,2,86.0,8.0,toluene,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0
3262,-3.6402260522065713,325.98698825199995,28,7,13,2,2,113.0,40.0,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,1,0,0
3263,-4.967959153873954,361.9717321119999,30,6,16,2,2,589.0,40.0,toluene,0,0,0,1,1,0,0,0,1,0,0,1,1,2,0,0
3264,-9.225268672494726,210.001181772,20,5,9,0,3,459.0,40.0,toluene,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0
3265,-7.480650349762838,186.016437912,19,7,6,0,2,25.0,8.0,toluene,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0
3266,-4.146487507294251,238.99134536000005,21,5,10,1,2,60.0,16.0,toluene,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
3269,-7.392858696517115,281.07468106000005,34,9,9,1,2,412.0,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
3270,-8.12920515909759,248.089602852,33,10,7,0,3,116.0,24.0,apin,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
3271,-8.614569918126822,281.07468106000005,34,9,9,1,2,365.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0
3272,3.1559018501559253,175.01168688,17,5,6,1,0,9.0,9.0,toluene,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3275,-4.698581504746209,263.064116376,31,9,8,1,2,97.0,39.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
3276,-0.8277356564021503,267.981508948,22,5,11,2,1,62.0,40.0,toluene,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
3278,-7.649545540803653,267.05903099600005,31,8,9,1,2,488.0,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
3279,-5.916076056315971,284.996824664,26,6,12,1,3,439.0,25.0,toluene,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3281,-6.812840837174768,206.04265266,24,7,7,0,3,521.0,40.0,apin,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3282,-6.111357355214835,296.049194584,32,8,10,2,1,410.0,40.0,apin,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
3283,-3.9466206810913795,327.966252808,26,6,14,2,1,191.0,40.0,toluene,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0
3286,-5.776278397945787,252.01174645600005,25,7,10,0,3,288.0,40.0,toluene,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0
3287,-8.133228341009605,282.98117460000003,24,6,12,1,3,225.0,33.0,toluene,0,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0
3288,-7.367942223688452,269.00191004400006,25,6,11,1,3,240.0,40.0,toluene,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0
3289,-6.970203387185425,253.006995424,24,6,10,1,3,305.0,10.0,toluene,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0
3291,-2.596580168505176,250.99134536,22,6,10,1,2,72.0,17.0,toluene,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0
3292,-7.260424252924727,295.053945616,33,9,10,1,2,666.0,40.0,apin,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0
3293,-2.587974736057403,279.05903099600005,32,9,9,1,1,116.0,40.0,apin,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
3295,3.4945891822662967,180.985866056,15,3,8,1,3,11.0,3.0,toluene,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0
3296,-8.876066644070407,312.99173928399995,28,7,13,1,3,257.0,13.0,toluene,0,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0
3297,-10.149043137296484,204.027002596,22,7,7,0,3,54.0,4.0,,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0
3298,-9.935796102023469,283.017560108,28,7,11,1,3,133.0,4.0,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
3299,-6.016187389714723,237.012080804,23,6,9,1,2,35.0,9.0,toluene,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
3300,-8.275944089066178,204.027002596,22,7,7,0,2,30.0,2.0,toluene,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
3301,-9.542769782970216,269.00191004400006,25,6,11,1,4,224.0,3.0,toluene,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0
3302,-10.849372564942989,220.058302724,27,8,7,0,3,903.0,40.0,apin,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0
3303,-6.345491787170006,281.00191004400006,26,7,11,1,3,600.0,40.0,toluene,0,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0
3304,-6.718662694448596,296.012809076,28,7,11,2,2,189.0,40.0,toluene,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0
3305,-8.238124429734448,309.992073632,27,7,12,2,2,17.0,5.0,toluene,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0
3306,-4.3192143257850235,357.97681749199995,30,7,15,2,2,526.0,40.0,toluene,0,0,1,0,2,0,1,0,1,0,0,1,0,1,0,0
3307,-1.447931437960649,250.99134536,22,6,10,1,2,15.0,6.0,toluene,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0
3308,-6.277937565051046,257.001910044,24,5,11,1,4,227.0,3.0,toluene,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0
3309,-8.088662738102375,257.00191004400006,24,5,11,1,3,505.0,28.0,toluene,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0
3310,-2.568862551319214,329.981902872,28,6,14,2,2,128.0,26.0,toluene,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
3311,-0.1545189081467846,308.049194584,33,9,10,2,0,36.0,36.0,apin,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
3312,-11.105136891269352,311.048860236,34,9,11,1,3,666.0,40.0,apin,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0
3313,-5.980286338044364,300.044109204,32,7,11,2,2,675.0,40.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
3314,-3.249439863016446,341.9819028719999,29,7,14,2,2,164.0,32.0,toluene,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
3315,-2.8656632655613907,233.017166184,23,7,8,1,3,6.0,2.0,toluene,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0
3316,-2.255399181808426,205.022251564,21,6,7,1,1,44.0,28.0,toluene,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3317,-7.660080157134868,386.0445031279999,40,10,14,2,2,752.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0
3318,-4.4334023482394285,224.016831836,23,6,9,0,3,169.0,3.0,toluene,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3319,-4.7590116119108865,312.007723696,29,7,12,2,2,145.0,31.0,toluene,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0
3320,-2.444371984478303,226.99134536000005,20,4,10,1,3,93.0,3.0,toluene,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
3321,-11.896742657209078,299.01247472800003,29,7,12,1,4,349.0,5.0,toluene,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0
3322,-3.0591829390738816,178.01135253200002,18,5,7,0,3,79.0,15.0,toluene,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0
3323,-3.9688274063022444,267.981508948,22,5,11,2,2,50.0,5.0,toluene,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
3324,-4.048610792322496,253.006995424,24,6,10,1,4,198.0,6.0,toluene,0,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0
3325,-7.973256157060829,194.006267152,19,5,8,0,3,327.0,40.0,toluene,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0
3326,-1.3543114494994042,311.971338188,25,6,13,2,2,33.0,17.0,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,1,0,0
3327,-11.172364142773992,224.016831836,23,6,9,0,4,221.0,1.0,toluene,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0
3328,-3.3948922406999587,221.017166184,22,6,8,1,1,88.0,40.0,toluene,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
3329,-7.161206757220066,328.00263831599995,30,7,13,2,3,273.0,34.0,toluene,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0
3330,-0.900157624768316,221.053551692,26,7,7,1,1,58.0,29.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
3331,-7.074291264749251,296.996824664,27,7,12,1,3,503.0,5.0,toluene,0,0,2,2,1,0,0,0,0,0,0,1,0,1,0,0
3332,-5.091116721300955,210.001181772,20,5,9,0,3,107.0,16.0,toluene,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
3333,-6.095698186093072,212.016831836,22,5,9,0,3,289.0,8.0,toluene,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
3334,-4.274777233969158,284.99682466400003,26,6,12,1,4,802.0,40.0,toluene,0,0,3,0,2,0,0,0,0,0,0,1,0,1,0,0
3335,-4.171172685660744,327.966252808,26,6,14,2,2,99.0,28.0,toluene,0,0,0,0,2,1,0,0,2,0,0,0,1,1,0,0
3336,2.110979549743856,160.996036816,14,4,6,1,1,8.0,6.0,toluene,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3337,-2.9797845318244667,250.99134536000005,22,6,10,1,1,46.0,35.0,toluene,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0
3340,-4.789905693717524,283.01756010800005,28,7,11,1,3,308.0,37.0,apin,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0
3341,-9.027996736882546,206.04265266,24,7,7,0,3,414.0,40.0,apin,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
3342,-9.477020310615469,237.996096392,22,6,10,0,3,627.0,40.0,toluene,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0
3344,-2.410357405708704,246.99643074,22,7,9,1,1,65.0,37.0,toluene,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
3345,-0.4039361101134742,238.99134536000005,21,5,10,1,1,100.0,40.0,toluene,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
3346,-0.014763125755453042,231.00151612,21,7,8,1,0,1.0,1.0,toluene,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
3347,-4.732062432989886,359.99246755599995,32,7,15,2,3,258.0,3.0,toluene,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
3349,-10.309386972529945,368.0339384439999,37,10,13,2,2,895.0,40.0,apin,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0
3350,-11.124619020031325,224.016831836,23,6,9,0,4,144.0,1.0,toluene,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0
3351,-3.772819674886304,249.012080804,24,7,9,1,1,81.0,40.0,toluene,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0
3352,-0.10498668876028784,295.976423568,24,6,12,2,1,52.0,18.0,toluene,0,0,1,2,1,0,0,0,2,0,0,0,1,0,0,0
3353,-9.739406124869522,225.99609639200003,21,5,10,0,4,251.0,12.0,toluene,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0
3354,-6.588685873953907,218.079038168,29,9,6,0,2,289.0,11.0,decane,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
3355,-8.427743301887517,345.9768174919999,29,6,15,2,3,381.0,40.0,toluene,0,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0
3356,-5.261930272517922,232.980780676,19,6,9,1,2,53.0,1.0,toluene,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0
3357,-2.4451474510796816,327.9662528079999,26,6,14,2,2,278.0,40.0,toluene,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1
3358,-5.924472916531911,247.069201756,30,9,7,1,1,51.0,3.0,apin,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3359,-9.558478455793257,300.991739284,27,6,13,1,4,317.0,11.0,toluene,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0
3360,-7.711558466489901,208.058302724,26,7,7,0,3,364.0,23.0,apin,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0
3361,-2.744344151902293,219.00151612,20,6,8,1,1,44.0,22.0,toluene,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0
3362,-5.7634620637748375,311.048860236,34,9,11,1,2,475.0,40.0,apin,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0
3363,-4.4605519108959015,329.9819028719999,28,6,14,2,2,484.0,40.0,toluene,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
3364,-5.279383634964171,310.064844648,35,9,10,2,1,207.0,40.0,apin,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
3365,-7.1059635889592965,267.022645488,27,7,10,1,3,342.0,35.0,toluene,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1
3366,-10.643222669164247,237.996096392,22,6,10,0,4,468.0,22.0,toluene,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0
3367,-7.339898291507671,269.038295552,29,7,10,1,3,353.0,6.0,apin,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
3370,-10.226361924588858,238.0324819,26,7,9,0,4,123.0,7.0,toluene,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0
3372,-4.9248687032957275,357.9768174919999,30,7,15,2,2,522.0,40.0,toluene,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0
3373,-5.713578992523386,225.012080804,22,5,9,1,3,53.0,1.0,toluene,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0
3375,-5.43367062612168,277.07976644,34,10,8,1,1,244.0,40.0,apin,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0
3376,-3.832962751885968,189.027336944,20,6,6,1,1,17.0,8.0,toluene,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
3377,-4.984361388701501,269.001910044,25,6,11,1,4,270.0,35.0,toluene,0,0,3,1,1,0,0,1,1,0,0,0,0,1,0,0
3378,-9.599162541617014,265.006995424,25,7,10,1,3,226.0,40.0,toluene,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0
3379,-7.684418459751705,331.9975529359999,30,6,14,2,5,102.0,8.0,toluene,0,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0
3380,-6.067292600934424,312.991739284,28,7,13,1,3,157.0,40.0,toluene,0,0,0,0,2,0,0,0,0,1,0,0,1,2,1,0
3382,-2.836236977794086,312.007723696,29,7,12,2,1,204.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
3383,-11.872258375908729,237.996096392,22,6,10,0,4,184.0,1.0,toluene,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0
3384,-5.719624819789151,249.012080804,24,7,9,1,2,325.0,40.0,toluene,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0
3385,-5.324449031426695,164.068473484,23,6,5,0,3,289.0,40.0,decane,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3386,-7.016669678620113,283.017560108,28,7,11,1,4,16.0,4.0,toluene,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0
3387,-3.5855276511339134,218.006267152,21,7,8,0,1,70.0,30.0,toluene,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0
3388,-3.876994466623584,325.98698825199995,28,7,13,2,2,43.0,24.0,toluene,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
3389,-3.9504876949069927,201.027336944,21,7,6,1,1,10.0,6.0,toluene,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
3391,-7.288595657709673,249.012080804,24,7,9,1,2,139.0,24.0,toluene,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0
3392,-3.832714333470666,207.037901628,23,6,7,1,2,109.0,16.0,toluene,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0
3393,-6.2798444014911885,240.011746456,24,6,10,0,3,466.0,26.0,toluene,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
3396,-3.738153281841728,322.064844648,36,10,10,2,1,35.0,14.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0
3397,-7.991014784420496,236.016831836,24,7,9,0,3,138.0,5.0,toluene,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
3398,-10.274283158984513,326.096144776,40,10,10,2,2,483.0,40.0,decane,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
3399,-4.290868670658886,265.006995424,25,7,10,1,2,94.0,25.0,toluene,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0
3401,-5.544292788240363,329.9819028719999,28,6,14,2,2,178.0,40.0,toluene,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
3403,-0.547639849955794,208.980780676,17,4,9,1,1,25.0,24.0,toluene,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0
3405,-5.11308483764703,267.022645488,27,7,10,1,3,312.0,21.0,toluene,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0
3406,-5.045349752535849,281.997159012,25,6,11,2,2,291.0,40.0,toluene,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0
3408,-2.476603753559207,247.069201756,30,9,7,1,0,25.0,25.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
3409,-7.819565414215208,233.017166184,23,7,8,1,2,98.0,11.0,toluene,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
3410,-8.266451091391774,265.11615194800004,37,10,7,1,2,256.0,40.0,decane,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
3411,-5.457872567285639,283.017560108,28,7,11,1,3,380.0,25.0,toluene,0,0,1,0,2,0,0,1,1,0,0,0,0,2,0,0
